Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,First,8.1 kmpl,5461 CC,387.3 bhp,2.0,,29.5,False,False,True,True,False
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,92250,Second,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.75,True,False,False,False,True
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,6.71 Lakh,5.0,False,False,True,False,True
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,96848,First,14.3 kmpl,1598 CC,103.6 bhp,5.0,,4.62,False,False,True,True,False
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2016,42000,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,23.5,True,False,False,True,False
Mahindra XUV500 W8 2WD,Kolkata,2013,55886,First,16.0 kmpl,2179 CC,140 bhp,7.0,,7.25,True,False,False,False,True
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,13.6 Lakh,11.88,False,False,True,False,True
Hyundai Verna Xi (Petrol),Chennai,2009,60000,Third,13.9 kmpl,1599 CC,103.2 bhp,5.0,,2.25,False,False,True,False,True
Ford Ikon 1.6 CLXI,Pune,2003,83000,Second,14.2 kmpl,1597 CC,92 bhp,5.0,,0.85,False,False,True,False,True
Nissan Micra Active XV,Pune,2018,24000,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.99 Lakh,4.0,False,False,True,False,True
Honda Brio VX AT,Pune,2016,32198,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,5.1,False,False,True,True,False
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,92247,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.5,True,False,False,False,True
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.32 Lakh,2.9,True,False,False,False,True
Mahindra XUV500 W10 AWD,Coimbatore,2016,66296,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.96,True,False,False,False,True
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,2015,41000,First,16.9 kmpl,1197 CC,82 bhp,5.0,,5.45,False,False,True,True,False
Ford Endeavour 2.2 Trend MT 4X4,Kochi,2017,38681,First,13.5 kmpl,2198 CC,157.7 bhp,7.0,,23.86,True,False,False,False,True
Chevrolet Spark 1.0 LT,Kochi,2008,43761,First,18.0 kmpl,995 CC,62 bhp,5.0,,1.75,False,False,True,False,True
Maruti Ertiga SHVS VDI,Hyderabad,2017,17400,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,9.75,True,False,False,False,True
Honda Amaze S i-Dtech,Bangalore,2013,61510,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.75,True,False,False,False,True
Honda City i VTEC S,Delhi,2014,60000,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.25,False,False,True,False,True
Mini Cooper Countryman D,Bangalore,2014,35165,Second,23.8 kmpl,1998 CC,112 bhp,5.0,,22.0,True,False,False,True,False
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2016,41617,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,14.14,False,False,True,True,False
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,65000,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.95,False,False,True,True,False
Maruti Wagon R LXI BS IV,Delhi,2011,68000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.5,False,False,True,False,True
Hyundai i10 Era 1.1,Mumbai,2013,49000,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.75,False,False,True,False,True
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.21 Lakh,5.85,False,False,True,False,True
Maruti Baleno Zeta 1.2,Ahmedabad,2016,30965,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.25,False,False,True,False,True
Volkswagen Vento 1.6 Highline,Mumbai,2014,56058,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,4.95,False,False,True,False,True
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,2017,15356,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,4.75,False,False,True,False,True
Ford Figo Diesel EXI,Delhi,2013,54000,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.55,True,False,False,False,True
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2011,47000,Second,13.9 kmpl,1799 CC,130.3 bhp,5.0,,4.5,False,False,True,True,False
Maruti Alto 800 LXI,Kochi,2015,21652,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.01,False,False,True,False,True
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,15.68 kmpl,1999 CC,177 bhp,5.0,74.49 Lakh,42.0,True,False,False,True,False
Audi A6 2.7 TDI,Kolkata,2010,35010,First,12.4 kmpl,2698 CC,179.5 bhp,5.0,,11.5,True,False,False,True,False
Mercedes-Benz E-Class 280 CDI,Hyderabad,2006,76662,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,10.99,True,False,False,True,False
Honda City 1.5 V AT Exclusive,Jaipur,2009,89000,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.71,False,False,True,True,False
Honda CR-V 2.4 4WD AT,Jaipur,2006,80000,Third,10.1 kmpl,2354 CC,152 bhp,5.0,,2.0,False,False,True,True,False
Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,9.48,True,False,False,False,True
Maruti Wagon R LXI,Jaipur,2004,62000,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25,False,False,True,False,True
Hyundai Creta 1.6 CRDi SX Option,Jaipur,2015,78046,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,10.9,True,False,False,False,True
Maruti Ciaz VDi Plus SHVS,Kolkata,2015,34400,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,5.5,True,False,False,False,True
Hyundai EON D Lite Plus,Coimbatore,2016,64624,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.71,False,False,True,False,True
Maruti Ertiga VXI,Mumbai,2014,69192,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,6.25,False,False,True,False,True
Volkswagen Vento Diesel Highline,Chennai,2012,55000,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.9,True,False,False,False,True
Honda City 1.5 GXI,Mumbai,2005,81000,Second,12.8 kmpl,1493 CC,100 bhp,5.0,,1.1,False,False,True,False,True
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2016,36733,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.72,False,False,True,False,True
Mercedes-Benz GLA Class 200 CDI,Mumbai,2016,43022,First,17.9 kmpl,2143 CC,136 bhp,5.0,,24.85,True,False,False,True,False
Hyundai Santa Fe 4X2,Jaipur,2013,74000,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,,12.25,True,False,False,False,True
Maruti Swift VDI,Kolkata,2014,47000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.9,True,False,False,False,True
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,8.03 Lakh,6.28,False,False,True,False,True
Mahindra Xylo E8 BS IV,Mumbai,2011,130000,First,14.0 kmpl,2498 CC,112 bhp,8.0,,2.75,True,False,False,False,True
Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,First,18.9 kmpl,1197 CC,82 bhp,5.0,,7.85,False,False,True,False,True
Volkswagen Vento Petrol Highline,Mumbai,2011,66000,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,2.95,False,False,True,False,True
Honda Accord 2.4 A/T,Mumbai,2008,79000,Second,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.85,False,False,True,True,False
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Second,13.5 kmpl,2925 CC,281.61 bhp,5.0,1.71 Cr,30.0,True,False,False,True,False
Mercedes-Benz B Class B200 CDI,Bangalore,2016,36610,First,15.0 kmpl,2143 CC,107.3 bhp,5.0,,19.9,True,False,False,True,False
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18 Lakh,10.8,True,False,False,False,True
Maruti Alto LXI,Hyderabad,2007,52195,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.75,False,False,True,False,True
Audi A3 35 TDI Premium,Mumbai,2016,20003,First,20.38 kmpl,1968 CC,143 bhp,5.0,,19.25,True,False,False,True,False
Renault Duster 85PS Diesel RxL,Delhi,2013,66314,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.5,True,False,False,False,True
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2009,76000,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.75,True,False,False,False,True
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,2015,29000,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.0,True,False,False,False,True
Ford Figo Diesel ZXI,Mumbai,2011,30000,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.2,True,False,False,False,True
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,2013,56526,First,15.26 kmpl,1598 CC,103.5 bhp,5.0,,5.84,False,False,True,False,True
Volvo V40 D3 R Design,Hyderabad,2015,38000,Second,16.8 kmpl,1969 CC,150 bhp,5.0,37.9 Lakh,24.0,True,False,False,True,False
Hyundai Verna SX CRDi AT,Chennai,2012,41000,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,6.25,True,False,False,True,False
BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,53000,First,14.49 kmpl,2993 CC,258 bhp,5.0,,36.0,True,False,False,True,False
Mitsubishi Lancer GLXD,Chennai,2003,125000,Third,14.8 kmpl,1998 CC,68 bhp,5.0,,3.0,True,False,False,False,True
Toyota Fortuner 3.0 Diesel,Chennai,2010,242000,First,11.5 kmpl,2982 CC,171 bhp,7.0,,11.0,True,False,False,False,True
Maruti Ciaz VDi Plus,Chennai,2015,90000,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,6.5,True,False,False,False,True
Maruti Vitara Brezza VDi Option,Hyderabad,2018,11000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,9.4,True,False,False,False,True
BMW 3 Series Luxury Line,Kochi,2018,21936,First,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,37.92,True,False,False,True,False
Volkswagen Vento Petrol Highline AT,Pune,2013,41000,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,5.25,False,False,True,True,False
Hyundai i20 1.2 Asta,Chennai,2011,47000,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.5,False,False,True,False,True
BMW X5 3.0d,Chennai,2009,110000,First,11.0 kmpl,2993 CC,235 bhp,5.0,,18.0,True,False,False,True,False
Hyundai Xcent 1.2 Kappa S,Coimbatore,2015,45960,First,19.1 kmpl,1197 CC,82 bhp,5.0,,5.56,False,False,True,False,True
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,2013,48000,First,14.21 kmpl,2143 CC,203 bhp,5.0,,22.0,True,False,False,True,False
Land Rover Freelander 2 SE,Hyderabad,2011,68000,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,22.0,True,False,False,True,False
Hyundai i10 Magna,Mumbai,2011,41000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.65,False,False,True,False,True
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2013,69573,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.85,True,False,False,False,True
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,2012,115000,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,,6.95,True,False,False,False,True
Mahindra XUV500 W8 2WD,Kolkata,2012,47629,First,15.1 kmpl,2179 CC,140 bhp,7.0,,6.5,True,False,False,False,True
Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Third,19.7 kmpl,796 CC,35 bhp,8.0,,0.85,False,False,True,False,True
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Second,14.67 kmpl,1798 CC,177.46 bhp,5.0,32.54 Lakh,7.25,False,False,True,True,False
Maruti Swift VDI,Pune,2012,94868,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.5,True,False,False,False,True
Mahindra Scorpio 2.6 LX,Mumbai,2010,76477,First,10.5 kmpl,2179 CC,120 bhp,8.0,,4.25,True,False,False,False,True
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,2016,28000,First,13.7 kmpl,1991 CC,183 bhp,5.0,,26.0,False,False,True,True,False
Mahindra Thar CRDe,Coimbatore,2017,28599,First,16.55 kmpl,2498 CC,105 bhp,6.0,11.71 Lakh,9.66,True,False,False,False,True
Renault Duster 110PS Diesel RxZ,Bangalore,2013,45348,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,6.85,True,False,False,False,True
Audi Q5 2008-2012 2.0 TDI,Coimbatore,2013,80127,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,23.68,True,False,False,True,False
Land Rover Freelander 2 SE,Delhi,2013,68000,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,,15.75,True,False,False,True,False
Volkswagen Vento Diesel Comfortline,Pune,2012,75000,Third,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.5,True,False,False,False,True
BMW 5 Series 2003-2012 540i Sedan,Delhi,2006,48000,Second,11.62 kmpl,2979 CC,306 bhp,5.0,,6.99,False,False,True,True,False
Hyundai Elantra CRDi SX,Coimbatore,2019,41871,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,15.57,True,False,False,False,True
Tata Sumo EX,Coimbatore,2015,84931,First,15.3 kmpl,2956 CC,83.8 bhp,7.0,,5.29,True,False,False,False,True
Datsun redi-GO T,Kolkata,2016,15000,First,22.7 kmpl,799 CC,53.64 bhp,5.0,3.98 Lakh,2.25,False,False,True,False,True
BMW X5 xDrive 30d,Chennai,2009,110000,First,11.7 kmpl,2993 CC,245 bhp,5.0,,20.0,True,False,False,True,False
BMW 6 Series 630i Coupe,Mumbai,2011,5900,First,7.94 kmpl,4395 CC,450 bhp,4.0,,47.5,False,False,True,True,False
Maruti Alto Vxi 1.1,Chennai,2002,103653,Second,18.9 kmpl,1061 CC,47 bhp,5.0,,1.22,False,False,True,False,True
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,2012,64806,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.65,False,False,True,False,True
Datsun GO Plus A,Pune,2016,35000,First,20.62 kmpl,1198 CC,67 bhp,7.0,,3.1,False,False,True,False,True
Hyundai Creta 1.6 VTVT S,Bangalore,2016,40000,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,11.5,False,False,True,False,True
Maruti Alto K10 VXI,Kochi,2015,23876,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.09 Lakh,3.46,False,False,True,False,True
Hyundai Santa Fe 4X4,Coimbatore,2013,67901,First,14.66 kmpl,2199 CC,194.3 bhp,7.0,,8.38,True,False,False,False,True
Volkswagen Polo GT TDI,Pune,2014,68865,First,15.11 kmpl,1598 CC,103.6 bhp,5.0,,4.8,True,False,False,False,True
Honda Amaze S i-Dtech,Pune,2014,71000,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.5,True,False,False,False,True
Maruti Swift VDI,Kolkata,2014,25000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.95,True,False,False,False,True
Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,3.65,True,False,False,False,True
Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,10.0,True,False,False,True,False
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,4.0,True,False,False,False,True
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.75,True,False,False,False,True
Maruti Swift Dzire VXi,Bangalore,2009,65000,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3.1,False,False,True,False,True
Hyundai EON Sportz,Kochi,2017,46897,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.61,False,False,True,False,True
Honda Brio S MT,Coimbatore,2015,36695,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.29,False,False,True,False,True
Nissan Micra XV Primo,Kolkata,2011,43000,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2.13,False,False,True,False,True
Maruti Alto LXi BSII,Mumbai,2008,54000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.1,False,False,True,False,True
BMW 3 Series 320d,Hyderabad,2011,89000,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.2 Lakh,13.95,True,False,False,True,False
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,First,16.47 kmpl,1198 CC,74 bhp,5.0,,5.35,False,False,True,False,True
Maruti Celerio LXI,Hyderabad,2014,58470,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.9,False,False,True,False,True
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.56 Lakh,2.8,False,False,True,False,True
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,8.75,True,False,False,False,True
Audi A4 2.0 TDI,Hyderabad,2013,52000,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,19.5,True,False,False,True,False
Honda Brio S MT,Kolkata,2013,32807,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.75,False,False,True,False,True
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,First,11.79 kmpl,2179 CC,120 bhp,8.0,,8.0,True,False,False,True,False
Honda City i DTEC V,Delhi,2014,66500,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.7,True,False,False,False,True
BMW X1 sDrive20d,Ahmedabad,2012,94000,First,17.05 kmpl,1995 CC,184 bhp,5.0,,12.5,True,False,False,True,False
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Second,18.0 kmpl,995 CC,62 bhp,5.0,,1.75,False,False,True,False,True
Ford Figo Diesel EXI,Chennai,2010,107389,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,1.9,True,False,False,False,True
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.5,False,False,True,False,True
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,First,19.27 kmpl,2143 CC,170 bhp,5.0,,30.3,True,False,False,True,False
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,First,19.3 kmpl,1968 CC,141 bhp,5.0,,16.0,True,False,False,True,False
BMW X3 xDrive20d xLine,Kochi,2017,41816,First,18.56 kmpl,1995 CC,190 bhp,5.0,,32.78,True,False,False,True,False
Hyundai EON Era Plus,Jaipur,2015,54680,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5,False,False,True,False,True
Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,43.0,True,False,False,True,False
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,5.38,False,False,True,False,True
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.65,False,False,True,False,True
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.3,False,False,True,False,True
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,34.0,True,False,False,True,False
Hyundai Santro D Lite,Chennai,2001,140000,Third,20.3 kmpl,1086 CC,68 bhp,5.0,4.55 Lakh,0.7,False,False,True,False,True
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,First,24.4 kmpl,1120 CC,71 bhp,5.0,,6.83,True,False,False,False,True
Honda Amaze S i-Dtech,Kochi,2016,46983,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.77,True,False,False,False,True
Maruti Swift Vdi BSIII,Chennai,2008,107000,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,3.1,True,False,False,False,True
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,First,16.2 kmpl,1199 CC,74 bhp,5.0,,4.95,False,False,True,False,True
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,16.25,True,False,False,True,False
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,First,10.2 kmpl,4367 CC,308 bhp,7.0,,52.54,True,False,False,True,False
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Third,16.0 kmpl,2179 CC,140 bhp,7.0,,6.4,True,False,False,False,True
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Third,13.1 kmpl,2499 CC,141 bhp,7.0,,6.95,True,False,False,False,True
Tata Indica V2 DLX,Kolkata,2008,50000,First,17.2 kmpl,1396 CC,53.5 bhp,5.0,,0.85,True,False,False,False,True
Maruti Baleno Alpha,Chennai,2016,16000,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.8 Lakh,6.95,False,False,True,False,True
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.45,True,False,False,False,True
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,First,13.5 kmpl,1799 CC,130 bhp,5.0,,2.75,False,False,True,False,True
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.95,False,False,True,False,True
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,First,17.0 kmpl,1198 CC,108.5 bhp,5.0,11.13 Lakh,9.62,False,False,True,False,True
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.79,False,False,True,False,True
Maruti Swift Dzire ZXI,Mumbai,2014,48241,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,4.5,False,False,True,False,True
Maruti Wagon R LXI,Kochi,2014,52431,First,22.5 kmpl,998 CC,67.04 bhp,5.0,4.59 Lakh,3.01,False,False,True,False,True
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,4.4,True,False,False,False,True
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,17.49,True,False,False,True,False
Hyundai i10 Sportz,Coimbatore,2014,31446,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.66,False,False,True,False,True
Hyundai Grand i10 Asta,Chennai,2015,25000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.5,False,False,True,False,True
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0,False,False,True,False,True
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.58 Lakh,10.19,True,False,False,False,True
Honda Amaze S i-Dtech,Kochi,2016,47471,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.25,True,False,False,False,True
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,45.0,True,False,False,True,False
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,First,23.0 kmpl,1396 CC,90 bhp,5.0,,2.7,True,False,False,False,True
Hyundai i10 Era,Coimbatore,2013,65807,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.39,False,False,True,False,True
Maruti Swift Dzire VDI,Hyderabad,2014,81768,First,26.59 kmpl,1248 CC,74 bhp,5.0,,5.69,True,False,False,False,True
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,First,10.37 kmpl,2979 CC,306 bhp,2.0,,58.54,False,False,True,True,False
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,First,27.39 kmpl,1248 CC,74 bhp,5.0,10.63 Lakh,8.4,True,False,False,False,True
Chevrolet Beat Diesel,Hyderabad,2012,72921,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.5,True,False,False,False,True
Honda Brio V MT,Pune,2012,59000,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.25,False,False,True,False,True
Ford Figo Diesel Titanium,Mumbai,2014,33000,Second,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.25,True,False,False,False,True
Maruti Celerio VXI AT,Pune,2016,36789,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,False,False,True,True,False
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,First,14.84 kmpl,2143 CC,170 bhp,5.0,,18.5,True,False,False,True,False
Honda Brio S MT,Jaipur,2015,46650,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.25,False,False,True,False,True
Maruti Baleno Alpha CVT,Mumbai,2018,3000,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,10.3 Lakh,8.85,False,False,True,True,False
Hyundai EON Sportz,Coimbatore,2014,14799,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,4.14,False,False,True,False,True
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,First,,1798 CC,73 bhp,5.0,,12.75,False,True,False,True,False
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,First,23.0 kmpl,1396 CC,90 bhp,5.0,,7.0,True,False,False,False,True
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,First,10.91 kmpl,3198 CC,197 bhp,7.0,,33.0,True,False,False,True,False
Honda City i-VTEC VX,Ahmedabad,2017,29000,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,10.0,False,False,True,False,True
Maruti SX4 ZDI,Kochi,2012,77407,Second,21.5 kmpl,1248 CC,88.8 bhp,5.0,,3.53,True,False,False,False,True
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,First,12.9 kmpl,1598 CC,102.5 bhp,5.0,,1.35,False,False,True,False,True
Volkswagen Vento Diesel Highline,Delhi,2013,75000,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.5,True,False,False,False,True
Honda City V MT,Pune,2012,69000,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,4.9,False,False,True,False,True
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.26,True,False,False,False,True
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Second,24.4 kmpl,1120 CC,71 bhp,5.0,,3.99,True,False,False,False,True
